name,github_slug,main_repo,homepage,language,domains,loc_estimate,fuzzing_engines,sanitizers,fuzz_target_count,has_dockerfile,has_asan,has_coverage,build_system,quality_score,apt_packages,nvd_cve_count,nvd_mean_cvss,nvd_cwes,github_stars
spring-retry,spring-projects/spring-retry,https://github.com/spring-projects/spring-retry.git,https://ci.spring.io/teams/spring-retry/pipelines/spring-retry-2.0.x,jvm,web-framework,14542,libfuzzer,address,2,Yes,Yes,No,,2,openjdk-17-jdk,0,,,2269
spring-shell,spring-projects/spring-shell,https://github.com/spring-projects/spring-shell.git,http://projects.spring.io/spring-shell/,jvm,web-framework,29187,libfuzzer,address,2,Yes,Yes,No,maven/gradle,2,openjdk-17-jdk,0,,,814
spring-webflow,spring-projects/spring-webflow,https://github.com/spring-projects/spring-webflow.git,https://github.com/spring-projects/spring-webflow.git,jvm,web-framework,60411,libfuzzer,address,3,Yes,Yes,No,maven/gradle,2,openjdk-17-jdk,0,,,342
sql-parser,hyrise/sql-parser,https://github.com/hyrise/sql-parser,https://github.com/hyrise/sql-parser,c++,uncategorized,14586,afl | honggfuzz | libfuzzer,,1,Yes,No,No,make,1,make | cmake | bison | flex,0,,,805
sqlalchemy-utils,kvesteri/sqlalchemy-utils,https://github.com/kvesteri/sqlalchemy-utils,https://github.com/kvesteri/sqlalchemy-utils,python,database,12421,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,,0,,,1336
sqlalchemy_jsonfield,penguinolog/sqlalchemy_jsonfield,https://github.com/penguinolog/sqlalchemy_jsonfield,https://github.com/penguinolog/sqlalchemy_jsonfield,python,database,450,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,,0,,,24
stack_data,alexmojaki/stack_data,https://github.com/alexmojaki/stack_data,https://github.com/alexmojaki/stack_data,python,uncategorized,2137,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,49
starlark-rust,facebookexperimental/starlark-rust,https://github.com/facebookexperimental/starlark-rust.git,https://github.com/facebookexperimental/starlark-rust/,rust,uncategorized,111728,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,946
starnix-netlink,,https://fuchsia.googlesource.com/fuchsia,https://cs.opensource.google/fuchsia/fuchsia/+/main:src/starnix/lib/third_party/rust_netlink,rust,uncategorized,,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,
stringtemplate4,antlr/stringtemplate4,https://github.com/antlr/stringtemplate4.git,https://github.com/antlr/stringtemplate4,jvm,uncategorized,19269,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,1026
surrealdb,surrealdb/surrealdb,https://github.com/surrealdb/surrealdb,https://surrealdb.com/,rust,uncategorized,265038,libfuzzer,address,1,Yes,Yes,No,cargo,2,,0,,,31604
swagger-core,swagger-api/swagger-core,https://github.com/swagger-api/swagger-core,https://github.com/swagger-api/swagger-core,jvm,uncategorized,74605,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,7520
swift-nio,apple/swift-nio,https://github.com/apple/swift-nio.git,https://github.com/apple/swift-nio,swift,uncategorized,180090,libfuzzer,address | thread,2,Yes,Yes,No,,2,,0,,,8427
swift-protobuf,apple/swift-protobuf,https://github.com/apple/swift-protobuf.git,https://github.com/apple/swift-protobuf,swift,data-parsing,539650,libfuzzer,address | thread,0,Yes,Yes,No,,2,,0,,,4898
tablesaw,jtablesaw/tablesaw,https://github.com/jtablesaw/tablesaw/,https://jtablesaw.github.io/tablesaw/,jvm,uncategorized,53930,libfuzzer,address,5,Yes,Yes,No,maven/gradle,2,,0,,,3744
tar-rs,alexcrichton/tar-rs,https://github.com/alexcrichton/tar-rs.git,https://github.com/alexcrichton/tar-rs,rust,uncategorized,5747,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,705
tcmalloc,google/tcmalloc,https://github.com/google/tcmalloc,tcmalloc,c++,uncategorized,74223,afl | honggfuzz | libfuzzer,address,0,Yes,Yes,No,,2,make | autoconf | automake | libtool | python | python3,0,,,5162
td-shim,confidential-containers/td-shim,https://github.com/confidential-containers/td-shim.git,https://github.com/confidential-containers/td-shim,rust,uncategorized,18438,libfuzzer,address,0,Yes,Yes,No,cargo,2,nasm,0,,,120
tensorflow-addons,tensorflow/addons,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,python,uncategorized,45931,libfuzzer,address,0,Yes,Yes,No,pip,2,rsync,0,,,1707
tensorflow-py,tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,https://www.tensorflow.org,python,uncategorized,3844674,libfuzzer,address,0,Yes,Yes,No,pip,2,rsync | vim,0,,,194227
tensorflow-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,c++,compression | database,69807,libfuzzer,address | undefined,1,Yes,Yes,Yes,,2,make | autoconf | automake | libtool | default-jdk | bison | build-essential | doxygen | flex | libffi-dev | libncurses5-dev | libsqlite3-dev | mcpp | sqlite | uuid-runtime | zlib1g-dev,0,,,6347
tesseract-ocr,tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,c++,image-parsing | compression,167462,afl | honggfuzz | libfuzzer,,0,Yes,No,No,,1,automake | libtool | pkg-config | libtiff-dev | libwebp-dev | libzstd-dev,0,,,73001
textdistance,life4/textdistance,https://github.com/life4/textdistance.git,https://github.com/life4/textdistance,python,uncategorized,2715,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,3525
textwrap,mgeisler/textwrap,https://github.com/mgeisler/textwrap.git,https://crates.io/crates/textwrap,rust,uncategorized,3614,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,517
threetenbp,ThreeTen/threetenbp,https://github.com/ThreeTen/threetenbp,https://github.com/ThreeTen/threetenbp,jvm,uncategorized,84779,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,562
thrift-c_glib,apache/thrift,https://github.com/apache/thrift,https://thrift.apache.org/,c,crypto | data-parsing,334780,libfuzzer | afl | centipede,address | undefined,3,Yes,Yes,No,make,2,libssl-dev | pkg-config | autoconf | automake | libtool | bison | flex | make | zip | cmake | libglib2.0-dev | patchelf,0,,,10908
thrift-cpp,apache/thrift,https://github.com/apache/thrift,https://thrift.apache.org/,c++,crypto | data-parsing,334780,libfuzzer | afl | centipede,address,0,Yes,Yes,No,make,2,libssl-dev | pkg-config | autoconf | automake | libtool | bison | flex | make | zip | cmake,0,,,10908
thrift-go,apache/thrift,https://github.com/apache/thrift,https://thrift.apache.org/,go,crypto | data-parsing,334780,libfuzzer,address,0,Yes,Yes,No,make,2,libssl-dev | pkg-config | autoconf | automake | libtool | bison | flex | make,0,,,10908
thrift-java,apache/thrift,https://github.com/apache/thrift,https://thrift.apache.org/,jvm,crypto | data-parsing,334780,libfuzzer,address,0,Yes,Yes,No,make,2,libssl-dev | pkg-config | autoconf | automake | libtool | bison | flex | make | ant | zip,0,,,10908
thrift-js,apache/thrift,https://github.com/apache/thrift,https://thrift.apache.org/,javascript,crypto | data-parsing,334780,libfuzzer,none,6,Yes,No,No,make,1,libssl-dev | pkg-config | autoconf | automake | libtool | bison | flex | make,0,,,10908
thrift-py,apache/thrift,https://github.com/apache/thrift,https://thrift.apache.org/,python,crypto | data-parsing,334780,libfuzzer,address,0,Yes,Yes,No,make,2,libssl-dev | pkg-config | autoconf | automake | libtool | bison | flex | make,0,,,10908
thrift-rust,apache/thrift,https://github.com/apache/thrift,https://thrift.apache.org/,rust,crypto | data-parsing,334780,libfuzzer,address,7,Yes,Yes,No,cargo,2,libssl-dev | pkg-config | autoconf | automake | libtool | bison | flex | make,0,,,10908
timestamp-authority,sigstore/timestamp-authority,https://github.com/sigstore/timestamp-authority,https://sigstore.dev,go,uncategorized,5084,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,122
tink-cc,google/tink,https://github.com/google/tink,https://developers.google.com/tink,c++,uncategorized,459733,afl | honggfuzz | libfuzzer,address | memory,0,Yes,Yes,Yes,cmake,2,make | pkg-config,0,,,13560
tinycss2,Kozea/tinycss2,https://github.com/Kozea/tinycss2/,https://github.com/Kozea/tinycss2/,python,uncategorized,2643,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,184
tinysparql,,https://gitlab.gnome.org/GNOME/tinysparql,http://tinysparql.org,c,networking,,,address | undefined,0,Yes,Yes,No,,2,python3-pip | libdbus-1-dev | libnghttp2-dev | libpsl-dev | asciidoc-base | libunistring-dev | libffi-dev | libpcre2-dev,0,,,
tinyusb,hathach/tinyusb,https://github.com/hathach/tinyusb.git,https://docs.tinyusb.org/en/latest/,c++,uncategorized,303137,,address | undefined | memory,0,Yes,Yes,No,make,2,make | autoconf | automake | libtool | python3-click,0,,,6615
toml_edit,ordian/toml_edit,https://github.com/ordian/toml_edit,https://github.com/ordian/toml_edit,rust,uncategorized,28228,libfuzzer,address,0,Yes,Yes,No,cargo,2,make | autoconf | automake | libtool,0,,,1010
tomlkit,sdispater/tomlkit,https://github.com/sdispater/tomlkit,https://github.com/sdispater/tomlkit,python,uncategorized,5090,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,812
tomlplusplus,marzer/tomlplusplus,https://github.com/marzer/tomlplusplus.git,https://marzer.github.io/tomlplusplus/,c++,uncategorized,37641,,,0,Yes,No,No,,1,cmake | make,0,,,2008
toolbelt,requests/toolbelt,https://github.com/requests/toolbelt,https://github.com/requests/toolbelt,python,uncategorized,4508,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,1032
toolz,pytoolz/toolz,https://github.com/pytoolz/toolz,https://github.com/pytoolz/toolz,python,uncategorized,4118,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,5128
tpm2-tss,tstruk/tpm2-tss,https://github.com/tstruk/tpm2-tss.git,https://github.com/tpm2-software/tpm2-tss,c++,crypto | networking,171379,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,make,2,autoconf-archive | libcmocka0 | libcmocka-dev | net-tools | build-essential | git | pkg-config | gcc | libtool | automake | libgcrypt20-dev | libssl-dev | autoconf | gnulib | doxygen | libdbus-1-dev | libglib2.0-dev | clang-6.0 | clang-tools-6.0 | pandoc | lcov | libcurl4-openssl-dev | dbus-x11 | python-yaml | python3-yaml | vim-common | acl,0,,,1
trafficserver,apache/trafficserver,https://github.com/apache/trafficserver,https://trafficserver.apache.org,c++,crypto | compression | networking,611614,libfuzzer | afl | honggfuzz,address | memory | undefined,0,Yes,Yes,No,,2,libpcre3-dev | zlib1g-dev | cmake | libssl-dev | libpcre2-dev | pkg-config | libc-ares-dev,0,,,1938
tslib,microsoft/tslib,https://github.com/microsoft/tslib,https://github.com/microsoft/tslib,javascript,web-runtime,1496,libfuzzer,none,0,Yes,No,No,,1,,0,,,1332
ttf-parser,RazrFalcon/ttf-parser,https://github.com/RazrFalcon/ttf-parser.git,https://github.com/RazrFalcon/ttf-parser,rust,uncategorized,20352,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,756
tungstenite-rs,snapview/tungstenite-rs,https://github.com/snapview/tungstenite-rs,https://crates.io/crates/tungstenite,rust,uncategorized,4840,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,2316
turf,Turfjs/turf,https://github.com/Turfjs/turf,https://turfjs.org/,javascript,scientific,30848,libfuzzer,none,0,Yes,No,No,,1,,0,,,10288
twelve-monkeys,haraldk/TwelveMonkeys,https://github.com/haraldk/TwelveMonkeys,https://github.com/haraldk/TwelveMonkeys,jvm,uncategorized,141045,libfuzzer,address,4,Yes,Yes,No,maven/gradle,2,,0,,,2100
twitter4j,Twitter4J/Twitter4J,https://github.com/Twitter4J/Twitter4J/,https://github.com/Twitter4J/Twitter4J/,jvm,uncategorized,33832,libfuzzer,address,2,Yes,Yes,No,,2,,0,,,2806
typescript-example,CodeIntelligenceTesting/jazzer.js,https://github.com/CodeIntelligenceTesting/jazzer.js,https://github.com/CodeIntelligenceTesting/jazzer.js,javascript,web-runtime,11519,libfuzzer,none,0,Yes,No,No,,1,,0,,,336
typing_extensions,python/typing_extensions,https://github.com/python/typing_extensions,https://github.com/python/typing_extensions,python,uncategorized,10761,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,557
typst,typst/typst,https://github.com/typst/typst.git,https://typst.app/,rust,uncategorized,116156,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,52137
tyrus,eclipse-ee4j/tyrus,https://github.com/eclipse-ee4j/tyrus,https://github.com/eclipse-ee4j/tyrus,jvm,uncategorized,74329,libfuzzer,address,3,Yes,Yes,No,maven/gradle,2,,0,,,126
u-root,u-root/u-root,https://github.com/u-root/u-root.git,https://u-root.org/,go,uncategorized,155314,libfuzzer,address,9,Yes,Yes,No,,2,,0,,,2992
uint256,holiman/uint256,https://github.com/holiman/uint256.git,https://github.com/holiman/uint256,go,uncategorized,5735,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,372
ujson,ultrajson/ultrajson,https://github.com/ultrajson/ultrajson,https://github.com/ultrajson/ultrajson,python,uncategorized,417068,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,4475
unblob,onekey-sec/unblob,https://github.com/onekey-sec/unblob,https://unblob.org,python,crypto,15977,libfuzzer,address,0,Yes,Yes,No,pip,2,build-essential | libssl-dev | libffi-dev | pkg-config | python3-dev | cargo,0,,,2445
unicode-rs,,https://github.com/unicode-rs,http://unicode-rs.github.io/,rust,uncategorized,,libfuzzer,address,4,Yes,Yes,No,cargo,2,,0,,,
unirest-java,Mashape/unirest-java,https://github.com/Mashape/unirest-java,https://github.com/Mashape/unirest-java,jvm,uncategorized,30080,libfuzzer,address,3,Yes,Yes,No,maven/gradle,2,,0,,,2703
univocity-parsers,univocity/univocity-parsers,https://github.com/univocity/univocity-parsers/,https://github.com/univocity/univocity-parsers/,jvm,uncategorized,49565,libfuzzer,address,6,Yes,Yes,No,maven/gradle,2,openjdk-11-jdk,0,,,935
unsafe-libyaml,dtolnay/unsafe-libyaml,https://github.com/dtolnay/unsafe-libyaml.git,https://github.com/dtolnay/unsafe-libyaml,rust,virtualization,9694,libfuzzer,address,0,Yes,Yes,No,cargo,2,make | autoconf | automake | libtool | cmake | python | llvm-dev | libclang-dev | clang,0,,,35
uritemplate,python-hyper/uritemplate,https://github.com/python-hyper/uritemplate,https://github.com/python-hyper/uritemplate,python,uncategorized,1156,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,246
urlextract,lipoja/URLExtract,https://github.com/lipoja/URLExtract,https://github.com/lipoja/URLExtract,python,uncategorized,1830,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,275
utf8parse,alacritty/vte,https://github.com/alacritty/vte.git,https://docs.rs/vte/,rust,uncategorized,3002,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,306
utf8proc,JuliaStrings/utf8proc,https://github.com/JuliaStrings/utf8proc,http://juliastrings.github.io/utf8proc/,c,uncategorized,53325,afl | honggfuzz | libfuzzer,address | memory | undefined,0,Yes,Yes,No,,2,tar,0,,,1236
valijson,tristanpenman/valijson,https://github.com/tristanpenman/valijson,https://github.com/tristanpenman/valijson,c++,networking,14571,afl | honggfuzz | libfuzzer,address | undefined | memory,0,Yes,Yes,No,,2,make | autoconf | automake | libtool | pkg-config | cmake | libcurlpp-dev | libcurl4-openssl-dev,0,,,409
vtpm-td,intel/vtpm-td,https://github.com/intel/vtpm-td.git,https://github.com/intel/vtpm-td,rust,uncategorized,8425,libfuzzer,address,0,Yes,Yes,No,cargo,2,nasm,0,,,42
vulkan-loader,khronosgroup/Vulkan-Loader,https://github.com/khronosgroup/Vulkan-Loader.git,https://github.com/khronosgroup/Vulkan-Loader,c,uncategorized,105169,,,9,Yes,No,No,cmake,1,build-essential | autoconf | automake | libtool | pkg-config | libx11-xcb-dev | libxkbcommon-dev | libxrandr-dev,0,,,639
vulnerable-project,google/oss-fuzz,https://github.com/google/oss-fuzz,https://github.com/google/oss-fuzz,c++,uncategorized,205881,afl | honggfuzz | libfuzzer,,2,Yes,No,No,,1,,0,,,11978
w3lib,scrapy/w3lib,https://github.com/scrapy/w3lib,https://github.com/scrapy/w3lib,python,uncategorized,3275,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,418
wamr,bytecodealliance/wasm-micro-runtime,https://github.com/bytecodealliance/wasm-micro-runtime.git,https://github.com/bytecodealliance/wasm-micro-runtime,c,compression,215141,libfuzzer,address | undefined,8,Yes,Yes,No,cmake,2,build-essential | clang | ninja-build | zlib1g-dev | libncurses5-dev,0,,,5824
websocket-client,websocket-client/websocket-client,https://github.com/websocket-client/websocket-client,https://github.com/websocket-client/websocket-client,python,uncategorized,7012,libfuzzer,address | undefined,0,Yes,Yes,No,,2,make | autoconf | automake | libtool,0,,,3701
woff2,google/woff2,https://github.com/google/woff2,https://github.com/google/woff2,c++,uncategorized,3447,libfuzzer | afl | centipede,address | memory | undefined,0,Yes,Yes,No,make,2,make | autoconf | automake | libtool,0,,,1764
wtforms,wtforms/wtforms,https://github.com/wtforms/wtforms,https://github.com/wtforms/wtforms,python,uncategorized,4987,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,1572
wuffs,google/wuffs,https://github.com/google/wuffs.git,https://github.com/google/wuffs,c++,uncategorized,269213,,address | undefined,0,Yes,Yes,No,make,2,,0,,,4714
xbps,void-linux/xbps,https://github.com/void-linux/xbps,https://github.com/void-linux/xbps,c,uncategorized,38215,afl | honggfuzz | libfuzzer,,0,No,No,No,,0,,0,,,1030
xlrd,python-excel/xlrd,https://github.com/python-excel/xlrd,https://github.com/python-excel/xlrd,python,uncategorized,8582,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,2203
xlsxwriter,jmcnamara/XlsxWriter,https://github.com/jmcnamara/XlsxWriter.git,https://xlsxwriter.readthedocs.io/,python,document-parsing,68361,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,3922
xmlpull,xmlpull-org/xmlpull-api-v1,https://github.com/xmlpull-org/xmlpull-api-v1.git,https://github.com/xmlpull-org/xmlpull-api-v1,jvm,uncategorized,13964,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,3
xnio-api,eclipse-ee4j/jax-rpc-ri,https://github.com/eclipse-ee4j/jax-rpc-ri.git,https://github.com/eclipse-ee4j/jax-rpc-ri,jvm,uncategorized,124214,libfuzzer,address,0,Yes,Yes,No,maven/gradle,2,xmlstarlet,0,,,2
xnnpack,google/XNNPACK,https://github.com/google/XNNPACK,https://github.com/google/XNNPACK,c++,uncategorized,2731564,,,1,Yes,No,No,cmake,1,make | autoconf | automake | libtool | libomp-dev | libgomp1,0,,,2278
xnu,googleprojectzero/SockFuzzer,https://github.com/googleprojectzero/SockFuzzer,https://opensource.apple.com/,c,uncategorized,15014,libfuzzer | honggfuzz,address | undefined,0,Yes,Yes,No,cmake,2,autoconf | automake | libtool | ninja-build,0,,,448
xz-java,tukaani-project/xz-java,https://github.com/tukaani-project/xz-java,https://tukaani.org/xz/java.html,jvm,uncategorized,10907,libfuzzer,address,0,Yes,Yes,No,,2,ant,0,,,69
yarl,aio-libs/yarl,https://github.com/aio-libs/yarl,https://github.com/aio-libs/yarl,python,uncategorized,6753,libfuzzer,address,0,Yes,Yes,No,make,2,,0,,,1475
ygot,openconfig/ygot,https://github.com/openconfig/ygot,https://github.com/openconfig/ygot,go,uncategorized,1966226,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,320
